Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point,Year
Pembina,North Dakota,3401,US-Canada Border,Feb 2024,Truck Containers Loaded,29815,49.0,-97.237,POINT (-97.237036 49.000453),2024
Lancaster,Minnesota,3430,US-Canada Border,Feb 2024,Personal Vehicles,1001,49.0,-96.801,POINT (-96.800527 49.000194),2024
Champlain Rouses Point,New York,712,US-Canada Border,Feb 2024,Rail Containers Loaded,3456,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Otay Mesa,California,2506,US-Mexico Border,Feb 2024,Personal Vehicle Passengers,770347,32.55,-116.939,POINT (-116.938538 32.55033),2024
Laurier,Washington,3016,US-Canada Border,Feb 2024,Personal Vehicle Passengers,2871,49.0,-118.224,POINT (-118.223777 49.000083),2024
Buffalo Niagara Falls,New York,901,US-Canada Border,Feb 2024,Truck Containers Loaded,101510,43.095,-79.056,POINT (-79.055847 43.09549),2024
International Falls,Minnesota,3604,US-Canada Border,Feb 2024,Personal Vehicle Passengers,28384,48.608,-93.401,POINT (-93.401355 48.6078),2024
Sumas,Washington,3009,US-Canada Border,Feb 2024,Buses,7,49.002,-122.265,POINT (-122.264805 49.002388),2024
Presidio,Texas,2403,US-Mexico Border,Feb 2024,Personal Vehicle Passengers,105746,29.562,-104.395,POINT (-104.394907 29.561827),2024
Eastport,Maine,103,US-Canada Border,Feb 2024,Pedestrians,3,44.859,-66.98,POINT (-66.98007566 44.8594395785),2024
Richford,Vermont,203,US-Canada Border,Feb 2024,Buses,2,45.012,-72.589,POINT (-72.588559 45.01174),2024
Scobey,Montana,3309,US-Canada Border,Feb 2024,Personal Vehicle Passengers,666,49.0,-105.408,POINT (-105.407638 48.999527),2024
Ysleta,Texas,2401,US-Mexico Border,Feb 2024,Personal Vehicles,290941,31.673,-106.335,POINT (-106.335449846028 31.6731261376859),2024
Sweetgrass,Montana,3310,US-Canada Border,Feb 2024,Rail Containers Loaded,2985,48.998,-111.96,POINT (-111.959611 48.998388),2024
Piegan,Montana,3316,US-Canada Border,Feb 2024,Truck Containers Empty,21,48.998,-113.379,POINT (-113.378777 48.998083),2024
El Paso,Texas,2402,US-Mexico Border,Feb 2024,Bus Passengers,16249,31.764,-106.451,POINT (-106.451188 31.764363),2024
Roseau,Minnesota,3426,US-Canada Border,Feb 2024,Personal Vehicle Passengers,3314,49.0,-95.766,POINT (-95.766469 48.999538),2024
Pinecreek,Minnesota,3425,US-Canada Border,Feb 2024,Truck Containers Loaded,4,49.0,-95.978,POINT (-95.977694 48.999916),2024
Ogdensburg,New York,701,US-Canada Border,Feb 2024,Trucks,2822,44.733,-75.458,POINT (-75.4577501759 44.7330898624),2024
Limestone,Maine,118,US-Canada Border,Feb 2024,Personal Vehicle Passengers,1195,46.925,-67.79,POINT (-67.789597 46.924555),2024
Van Buren,Maine,108,US-Canada Border,Feb 2024,Pedestrians,1,47.16,-67.931,POINT (-67.930799 47.159645),2024
Ferry,Washington,3013,US-Canada Border,Feb 2024,Personal Vehicle Passengers,1215,49.0,-118.761,POINT (-118.761166 49.000083),2024
Calexico East,California,2507,US-Mexico Border,Feb 2024,Bus Passengers,411,32.673,-115.388,POINT (-115.388018 32.673389),2024
Nogales,Arizona,2604,US-Mexico Border,Mar 2024,Buses,952,31.333,-110.943,POINT (-110.942516 31.332839),2024
Sumas,Washington,3009,US-Canada Border,Mar 2024,Rail Containers Loaded,69,49.002,-122.265,POINT (-122.264805 49.002388),2024
Brownsville,Texas,2301,US-Mexico Border,Mar 2024,Truck Containers Empty,19476,25.952,-97.401,POINT (-97.40067 25.95155),2024
Sherwood,North Dakota,3414,US-Canada Border,Mar 2024,Personal Vehicles,840,48.999,-101.628,POINT (-101.627527 48.999305),2024
Madawaska,Maine,109,US-Canada Border,Mar 2024,Pedestrians,65,47.36,-68.329,POINT (-68.328684 47.360052),2024
Dalton Cache,Alaska,3106,US-Canada Border,Mar 2024,Truck Containers Empty,37,59.451,-136.362,POINT (-136.361944 59.450556),2024
Calexico East,California,2507,US-Mexico Border,Mar 2024,Personal Vehicle Passengers,453624,32.673,-115.388,POINT (-115.388018 32.673389),2024
Piegan,Montana,3316,US-Canada Border,Mar 2024,Truck Containers Empty,20,48.998,-113.379,POINT (-113.378777 48.998083),2024
Laurier,Washington,3016,US-Canada Border,Mar 2024,Rail Containers Loaded,132,49.0,-118.224,POINT (-118.223777 49.000083),2024
Laredo,Texas,2304,US-Mexico Border,Mar 2024,Buses,3083,27.5,-99.507,POINT (-99.507412 27.499561),2024
Sherwood,North Dakota,3414,US-Canada Border,Mar 2024,Personal Vehicle Passengers,1594,48.999,-101.628,POINT (-101.627527 48.999305),2024
Frontier,Washington,3020,US-Canada Border,Mar 2024,Bus Passengers,211,49.0,-117.832,POINT (-117.831527 49.0005),2024
Port Huron,Michigan,3802,US-Canada Border,Mar 2024,Bus Passengers,698,42.999,-82.424,POINT (-82.423611 42.998611),2024
Pembina,North Dakota,3401,US-Canada Border,Mar 2024,Personal Vehicle Passengers,49651,49.0,-97.237,POINT (-97.237036 49.000453),2024
Fort Fairfield,Maine,107,US-Canada Border,Mar 2024,Personal Vehicles,6004,46.765,-67.789,POINT (-67.789471 46.765323),2024
Alcan,Alaska,3104,US-Canada Border,Mar 2024,Personal Vehicle Passengers,2538,62.615,-141.001,POINT (-141.001444 62.614961),2024
Richford,Vermont,203,US-Canada Border,Mar 2024,Trains,16,45.012,-72.589,POINT (-72.588559 45.01174),2024
Tornillo,Texas,2404,US-Mexico Border,Mar 2024,Personal Vehicles,59754,31.435,-106.143,POINT (-106.142669 31.435334),2024
Calais,Maine,115,US-Canada Border,Mar 2024,Personal Vehicles,40585,45.189,-67.275,POINT (-67.275381 45.188548),2024
Piegan,Montana,3316,US-Canada Border,Mar 2024,Trucks,153,48.998,-113.379,POINT (-113.378777 48.998083),2024
Laurier,Washington,3016,US-Canada Border,Mar 2024,Trucks,496,49.0,-118.224,POINT (-118.223777 49.000083),2024
Detroit,Michigan,3801,US-Canada Border,Mar 2024,Train Passengers,327,42.332,-83.048,POINT (-83.047924 42.331685),2024
Port Huron,Michigan,3802,US-Canada Border,Mar 2024,Train Passengers,625,42.999,-82.424,POINT (-82.423611 42.998611),2024
Roseau,Minnesota,3426,US-Canada Border,Mar 2024,Trucks,202,49.0,-95.766,POINT (-95.766469 48.999538),2024
Champlain Rouses Point,New York,712,US-Canada Border,Mar 2024,Buses,512,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Turner,Montana,3306,US-Canada Border,Mar 2024,Personal Vehicles,322,49.0,-108.388,POINT (-108.387916 48.999527),2024
Willow Creek,Montana,3325,US-Canada Border,Mar 2024,Personal Vehicle Passengers,532,49.0,-109.731,POINT (-109.731333 48.999972),2024
El Paso,Texas,2402,US-Mexico Border,Mar 2024,Buses,1291,31.764,-106.451,POINT (-106.451188 31.764363),2024
Hidalgo,Texas,2305,US-Mexico Border,Mar 2024,Personal Vehicle Passengers,881737,26.095,-98.271,POINT (-98.271092 26.095032),2024
Jackman,Maine,104,US-Canada Border,Mar 2024,Buses,1,45.806,-70.397,POINT (-70.396722 45.805661),2024
Alexandria Bay,New York,708,US-Canada Border,Mar 2024,Buses,47,44.347,-75.984,POINT (-75.983592 44.347229),2024
Opheim,Montana,3317,US-Canada Border,Mar 2024,Trucks,8,49.0,-106.378,POINT (-106.377583 48.999527),2024
Champlain Rouses Point,New York,712,US-Canada Border,Mar 2024,Rail Containers Empty,454,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Fortuna,North Dakota,3417,US-Canada Border,Mar 2024,Trucks,239,49.0,-103.809,POINT (-103.80925 48.999555),2024
Massena,New York,704,US-Canada Border,Mar 2024,Truck Containers Empty,427,44.991,-74.74,POINT (-74.739722 44.990556),2024
Ogdensburg,New York,701,US-Canada Border,Mar 2024,Personal Vehicle Passengers,35997,44.733,-75.458,POINT (-75.4577501759 44.7330898624),2024
Sweetgrass,Montana,3310,US-Canada Border,Mar 2024,Truck Containers Empty,2327,48.998,-111.96,POINT (-111.959611 48.998388),2024
Porthill,Idaho,3308,US-Canada Border,Mar 2024,Pedestrians,11,49.0,-116.499,POINT (-116.49925 48.999861),2024
Sault Sainte Marie,Michigan,3803,US-Canada Border,Mar 2024,Personal Vehicle Passengers,70898,46.509,-84.361,POINT (-84.360833 46.508611),2024
Hansboro,North Dakota,3415,US-Canada Border,Mar 2024,Personal Vehicles,305,49.0,-99.347,POINT (-99.346527 48.999583),2024
Trout River,New York,715,US-Canada Border,Mar 2024,Truck Containers Loaded,670,44.992,-74.308,POINT (-74.308172 44.992058),2024
Eastport,Idaho,3302,US-Canada Border,Mar 2024,Bus Passengers,93,49.001,-116.181,POINT (-116.181027 49.000555),2024
Santa Teresa,New Mexico,2408,US-Mexico Border,Mar 2024,Truck Containers Loaded,13438,31.784,-106.679,POINT (-106.679437 31.783939),2024
Alexandria Bay,New York,708,US-Canada Border,Mar 2024,Truck Containers Loaded,27042,44.347,-75.984,POINT (-75.983592 44.347229),2024
Metaline Falls,Washington,3025,US-Canada Border,Mar 2024,Personal Vehicles,1725,49.0,-117.299,POINT (-117.299444 48.999972),2024
Metaline Falls,Washington,3025,US-Canada Border,Mar 2024,Personal Vehicle Passengers,3860,49.0,-117.299,POINT (-117.299444 48.999972),2024
Bridgewater,Maine,127,US-Canada Border,Mar 2024,Personal Vehicle Passengers,4177,46.45,-67.785,POINT (-67.78484 46.450335),2024
Presidio,Texas,2403,US-Mexico Border,Mar 2024,Truck Containers Empty,263,29.562,-104.395,POINT (-104.394907 29.561827),2024
Richford,Vermont,203,US-Canada Border,Mar 2024,Personal Vehicle Passengers,17281,45.012,-72.589,POINT (-72.588559 45.01174),2024
Danville,Washington,3012,US-Canada Border,Mar 2024,Personal Vehicles,1490,49.0,-118.504,POINT (-118.503722 49.000083),2024
Portal,North Dakota,3403,US-Canada Border,Mar 2024,Rail Containers Empty,8738,48.999,-102.552,POINT (-102.551944 48.998944),2024
Westhope,North Dakota,3419,US-Canada Border,Mar 2024,Personal Vehicle Passengers,823,49.0,-101.017,POINT (-101.017277 48.999611),2024
Pembina,North Dakota,3401,US-Canada Border,Mar 2024,Train Passengers,204,49.0,-97.237,POINT (-97.237036 49.000453),2024
Vanceboro,Maine,105,US-Canada Border,Mar 2024,Rail Containers Loaded,4245,45.569,-67.429,POINT (-67.428541 45.568761),2024
Laredo,Texas,2304,US-Mexico Border,Mar 2024,Trains,368,27.5,-99.507,POINT (-99.507412 27.499561),2024
Progreso,Texas,2309,US-Mexico Border,Mar 2024,Truck Containers Empty,1643,26.062,-97.95,POINT (-97.949958 26.062133),2024
Del Rio,Texas,2302,US-Mexico Border,Mar 2024,Personal Vehicles,146262,29.327,-100.928,POINT (-100.927612 29.326784),2024
Trout River,New York,715,US-Canada Border,Mar 2024,Personal Vehicle Passengers,13120,44.992,-74.308,POINT (-74.308172 44.992058),2024
Detroit,Michigan,3801,US-Canada Border,Mar 2024,Trucks,125807,42.332,-83.048,POINT (-83.047924 42.331685),2024
Neche,North Dakota,3404,US-Canada Border,Mar 2024,Trucks,390,49.001,-97.557,POINT (-97.557333 49.000527),2024
Dunseith,North Dakota,3422,US-Canada Border,Mar 2024,Personal Vehicle Passengers,6622,48.999,-100.052,POINT (-100.052166 48.999277),2024
Blaine,Washington,3004,US-Canada Border,Mar 2024,Truck Containers Empty,9881,48.994,-122.749,POINT (-122.748884 48.994045),2024
Warroad,Minnesota,3423,US-Canada Border,Mar 2024,Bus Passengers,268,48.999,-95.377,POINT (-95.376555 48.999),2024
Nogales,Arizona,2604,US-Mexico Border,Mar 2024,Truck Containers Loaded,56974,31.333,-110.943,POINT (-110.942516 31.332839),2024
Baudette,Minnesota,3424,US-Canada Border,Mar 2024,Buses,2,48.719,-94.59,POINT (-94.590467 48.719109),2024
Highgate Springs,Vermont,212,US-Canada Border,Mar 2024,Truck Containers Empty,1615,45.015,-73.085,POINT (-73.085037 45.015414),2024
International Falls,Minnesota,3604,US-Canada Border,Mar 2024,Rail Containers Empty,16185,48.608,-93.401,POINT (-93.401355 48.6078),2024
Kenneth G Ward,Washington,3023,US-Canada Border,Mar 2024,Buses,1,49.002,-122.485,POINT (-122.485027 49.002277),2024
Roma,Texas,2310,US-Mexico Border,Mar 2024,Buses,62,26.404,-99.019,POINT (-99.018981 26.403928),2024
Norton,Vermont,211,US-Canada Border,Mar 2024,Trains,14,45.011,-71.793,POINT (-71.793219 45.010771),2024
Blaine,Washington,3004,US-Canada Border,Mar 2024,Personal Vehicle Passengers,544883,48.994,-122.749,POINT (-122.748884 48.994045),2024
Baudette,Minnesota,3424,US-Canada Border,Mar 2024,Bus Passengers,38,48.719,-94.59,POINT (-94.590467 48.719109),2024
Sweetgrass,Montana,3310,US-Canada Border,Mar 2024,Personal Vehicles,11473,48.998,-111.96,POINT (-111.959611 48.998388),2024
Grand Portage,Minnesota,3613,US-Canada Border,Mar 2024,Bus Passengers,137,48.001,-89.585,POINT (-89.58515 48.001427),2024
Morgan,Montana,3319,US-Canada Border,Mar 2024,Personal Vehicle Passengers,444,49.0,-107.832,POINT (-107.831819 48.999829),2024
Boundary,Washington,3015,US-Canada Border,Mar 2024,Truck Containers Empty,1,49.001,-117.628,POINT (-117.627583 49.00075),2024
Wildhorse,Montana,3323,US-Canada Border,Mar 2024,Personal Vehicle Passengers,1230,48.999,-110.215,POINT (-110.215083 48.999361),2024
Ambrose,North Dakota,3410,US-Canada Border,Mar 2024,Personal Vehicle Passengers,106,48.999,-103.487,POINT (-103.486555 48.999305),2024
Roma,Texas,2310,US-Mexico Border,Mar 2024,Truck Containers Empty,630,26.404,-99.019,POINT (-99.018981 26.403928),2024
Dunseith,North Dakota,3422,US-Canada Border,Mar 2024,Bus Passengers,27,48.999,-100.052,POINT (-100.052166 48.999277),2024
Westhope,North Dakota,3419,US-Canada Border,Mar 2024,Trucks,83,49.0,-101.017,POINT (-101.017277 48.999611),2024
Maida,North Dakota,3416,US-Canada Border,Mar 2024,Truck Containers Empty,66,49.0,-98.365,POINT (-98.36525 49.00025),2024
Portal,North Dakota,3403,US-Canada Border,Mar 2024,Truck Containers Empty,1824,48.999,-102.552,POINT (-102.551944 48.998944),2024
Carbury,North Dakota,3421,US-Canada Border,Mar 2024,Personal Vehicle Passengers,1499,48.999,-100.556,POINT (-100.555805 48.999416),2024
San Luis,Arizona,2608,US-Mexico Border,Mar 2024,Personal Vehicles,279164,32.485,-114.782,POINT (-114.7822222 32.485),2024
Sault Sainte Marie,Michigan,3803,US-Canada Border,Mar 2024,Trains,31,46.509,-84.361,POINT (-84.360833 46.508611),2024
Vanceboro,Maine,105,US-Canada Border,Mar 2024,Trucks,26,45.569,-67.429,POINT (-67.428541 45.568761),2024
Champlain Rouses Point,New York,712,US-Canada Border,Mar 2024,Truck Containers Loaded,34926,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Laurier,Washington,3016,US-Canada Border,Mar 2024,Personal Vehicle Passengers,3218,49.0,-118.224,POINT (-118.223777 49.000083),2024
Limestone,Maine,118,US-Canada Border,Mar 2024,Trucks,64,46.925,-67.79,POINT (-67.789597 46.924555),2024
Eagle Pass,Texas,2303,US-Mexico Border,Mar 2024,Rail Containers Loaded,20826,28.705,-100.512,POINT (-100.511977 28.705483),2024
Raymond,Montana,3301,US-Canada Border,Mar 2024,Bus Passengers,37,48.999,-104.574,POINT (-104.574333 48.999194),2024
Otay Mesa,California,2506,US-Mexico Border,Mar 2024,Rail Containers Empty,263,32.55,-116.939,POINT (-116.938538 32.55033),2024
Derby Line,Vermont,209,US-Canada Border,Mar 2024,Buses,61,45.006,-72.099,POINT (-72.099279 45.005739),2024
Rio Grande City,Texas,2307,US-Mexico Border,Mar 2024,Pedestrians,2276,26.366,-98.803,POINT (-98.802513 26.365761),2024
St John,North Dakota,3405,US-Canada Border,Mar 2024,Personal Vehicle Passengers,896,48.999,-99.659,POINT (-99.659111 48.999277),2024
Dunseith,North Dakota,3422,US-Canada Border,Mar 2024,Trucks,2135,48.999,-100.052,POINT (-100.052166 48.999277),2024
Antler,North Dakota,3413,US-Canada Border,Mar 2024,Personal Vehicles,420,48.999,-101.296,POINT (-101.296055 48.999472),2024
Noonan,North Dakota,3420,US-Canada Border,Mar 2024,Truck Containers Empty,123,48.999,-103.004,POINT (-103.004361 48.999333),2024
Boundary,Washington,3015,US-Canada Border,Mar 2024,Personal Vehicle Passengers,2419,49.001,-117.628,POINT (-117.627583 49.00075),2024
Calais,Maine,115,US-Canada Border,Mar 2024,Truck Containers Loaded,5311,45.189,-67.275,POINT (-67.275381 45.188548),2024
Sarles,North Dakota,3409,US-Canada Border,Mar 2024,Truck Containers Empty,33,49.0,-98.938,POINT (-98.938361 49.000027),2024
Highgate Springs,Vermont,212,US-Canada Border,Mar 2024,Personal Vehicles,36293,45.015,-73.085,POINT (-73.085037 45.015414),2024
Nogales,Arizona,2604,US-Mexico Border,Mar 2024,Truck Containers Empty,8643,31.333,-110.943,POINT (-110.942516 31.332839),2024
Kenneth G Ward,Washington,3023,US-Canada Border,Mar 2024,Truck Containers Empty,3055,49.002,-122.485,POINT (-122.485027 49.002277),2024
Del Rio,Texas,2302,US-Mexico Border,Mar 2024,Personal Vehicle Passengers,268412,29.327,-100.928,POINT (-100.927612 29.326784),2024
Ferry,Washington,3013,US-Canada Border,Mar 2024,Personal Vehicle Passengers,1223,49.0,-118.761,POINT (-118.761166 49.000083),2024
Highgate Springs,Vermont,212,US-Canada Border,Mar 2024,Truck Containers Loaded,12064,45.015,-73.085,POINT (-73.085037 45.015414),2024
Opheim,Montana,3317,US-Canada Border,Mar 2024,Truck Containers Empty,8,49.0,-106.378,POINT (-106.377583 48.999527),2024
Bridgewater,Maine,127,US-Canada Border,Mar 2024,Personal Vehicles,2244,46.45,-67.785,POINT (-67.78484 46.450335),2024
Jackman,Maine,104,US-Canada Border,Mar 2024,Trains,35,45.806,-70.397,POINT (-70.396722 45.805661),2024
Buffalo Niagara Falls,New York,901,US-Canada Border,Mar 2024,Rail Containers Loaded,7763,43.095,-79.056,POINT (-79.055847 43.09549),2024
Grand Portage,Minnesota,3613,US-Canada Border,Mar 2024,Truck Containers Empty,324,48.001,-89.585,POINT (-89.58515 48.001427),2024
Baudette,Minnesota,3424,US-Canada Border,Mar 2024,Truck Containers Empty,436,48.719,-94.59,POINT (-94.590467 48.719109),2024
Eastport,Maine,103,US-Canada Border,Mar 2024,Trucks,157,44.859,-66.98,POINT (-66.98007566 44.8594395785),2024
Pembina,North Dakota,3401,US-Canada Border,Mar 2024,Truck Containers Loaded,32505,49.0,-97.237,POINT (-97.237036 49.000453),2024
Point Roberts,Washington,3017,US-Canada Border,Mar 2024,Truck Containers Empty,411,49.002,-123.068,POINT (-123.068055556 49.0020555547),2024
Detroit,Michigan,3801,US-Canada Border,Mar 2024,Buses,676,42.332,-83.048,POINT (-83.047924 42.331685),2024
Douglas,Arizona,2601,US-Mexico Border,Mar 2024,Personal Vehicles,130806,31.334,-109.56,POINT (-109.560344 31.334043),2024
Santa Teresa,New Mexico,2408,US-Mexico Border,Mar 2024,Buses,71,31.784,-106.679,POINT (-106.679437 31.783939),2024
Ogdensburg,New York,701,US-Canada Border,Mar 2024,Truck Containers Loaded,4908,44.733,-75.458,POINT (-75.4577501759 44.7330898624),2024
Kenneth G Ward,Washington,3023,US-Canada Border,Mar 2024,Bus Passengers,30,49.002,-122.485,POINT (-122.485027 49.002277),2024
Massena,New York,704,US-Canada Border,Mar 2024,Pedestrians,22,44.991,-74.74,POINT (-74.739722 44.990556),2024
Scobey,Montana,3309,US-Canada Border,Mar 2024,Personal Vehicle Passengers,584,49.0,-105.408,POINT (-105.407638 48.999527),2024
Eastport,Idaho,3302,US-Canada Border,Mar 2024,Trucks,4367,49.001,-116.181,POINT (-116.181027 49.000555),2024
Sumas,Washington,3009,US-Canada Border,Mar 2024,Trains,16,49.002,-122.265,POINT (-122.264805 49.002388),2024
Frontier,Washington,3020,US-Canada Border,Mar 2024,Truck Containers Empty,1334,49.0,-117.832,POINT (-117.831527 49.0005),2024
Pinecreek,Minnesota,3425,US-Canada Border,Mar 2024,Truck Containers Loaded,3,49.0,-95.978,POINT (-95.977694 48.999916),2024
Calexico East,California,2507,US-Mexico Border,Mar 2024,Trains,20,32.673,-115.388,POINT (-115.388018 32.673389),2024
Fort Kent,Maine,110,US-Canada Border,Mar 2024,Personal Vehicle Passengers,8779,47.249,-68.604,POINT (-68.603918 47.249206),2024
Champlain Rouses Point,New York,712,US-Canada Border,Mar 2024,Rail Containers Loaded,3459,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Porthill,Idaho,3308,US-Canada Border,Mar 2024,Truck Containers Empty,86,49.0,-116.499,POINT (-116.49925 48.999861),2024
Laurier,Washington,3016,US-Canada Border,Mar 2024,Train Passengers,4,49.0,-118.224,POINT (-118.223777 49.000083),2024
Roosville,Montana,3318,US-Canada Border,Mar 2024,Personal Vehicles,8069,49.0,-115.056,POINT (-115.056027 48.999638),2024
Calais,Maine,115,US-Canada Border,Mar 2024,Buses,6,45.189,-67.275,POINT (-67.275381 45.188548),2024
Limestone,Maine,118,US-Canada Border,Mar 2024,Pedestrians,1,46.925,-67.79,POINT (-67.789597 46.924555),2024
Piegan,Montana,3316,US-Canada Border,Mar 2024,Truck Containers Loaded,257,48.998,-113.379,POINT (-113.378777 48.998083),2024
San Ysidro,California,2504,US-Mexico Border,Mar 2024,Personal Vehicle Passengers,2013299,32.543,-117.029,POINT (-117.028761 32.542528),2024
Del Bonita,Montana,3322,US-Canada Border,Mar 2024,Personal Vehicles,993,48.999,-112.788,POINT (-112.78825 48.998555),2024
Naco,Arizona,2603,US-Mexico Border,Mar 2024,Truck Containers Empty,123,31.334,-109.948,POINT (-109.948413 31.334084),2024
Van Buren,Maine,108,US-Canada Border,Mar 2024,Personal Vehicle Passengers,12260,47.16,-67.931,POINT (-67.930799 47.159645),2024
Hidalgo,Texas,2305,US-Mexico Border,Mar 2024,Trucks,58455,26.095,-98.271,POINT (-98.271092 26.095032),2024
Brownsville,Texas,2301,US-Mexico Border,Mar 2024,Buses,341,25.952,-97.401,POINT (-97.40067 25.95155),2024
Skagway,Alaska,3103,US-Canada Border,Mar 2024,Personal Vehicles,1136,59.63,-135.164,POINT (-135.164444 59.629722),2024
Van Buren,Maine,108,US-Canada Border,Mar 2024,Truck Containers Empty,683,47.16,-67.931,POINT (-67.930799 47.159645),2024
Ysleta,Texas,2401,US-Mexico Border,Mar 2024,Personal Vehicles,302214,31.673,-106.335,POINT (-106.335449846028 31.6731261376859),2024
El Paso,Texas,2402,US-Mexico Border,Mar 2024,Personal Vehicles,618712,31.764,-106.451,POINT (-106.451188 31.764363),2024
Houlton,Maine,106,US-Canada Border,Mar 2024,Truck Containers Empty,1298,46.135,-67.781,POINT (-67.781288 46.134879),2024
Oroville,Washington,3019,US-Canada Border,Mar 2024,Personal Vehicles,9827,49.0,-119.462,POINT (-119.461833 49.000083),2024
Columbus,New Mexico,2406,US-Mexico Border,Mar 2024,Truck Containers Empty,246,31.784,-107.628,POINT (-107.627948 31.783742),2024
Naco,Arizona,2603,US-Mexico Border,Mar 2024,Personal Vehicles,27665,31.334,-109.948,POINT (-109.948413 31.334084),2024
Calais,Maine,115,US-Canada Border,Mar 2024,Rail Containers Empty,126,45.189,-67.275,POINT (-67.275381 45.188548),2024
Columbus,New Mexico,2406,US-Mexico Border,Mar 2024,Truck Containers Loaded,649,31.784,-107.628,POINT (-107.627948 31.783742),2024
Tecate,California,2505,US-Mexico Border,Mar 2024,Personal Vehicles,87966,32.576,-116.626,POINT (-116.626216 32.576428),2024
Nogales,Arizona,2604,US-Mexico Border,Mar 2024,Personal Vehicle Passengers,645500,31.333,-110.943,POINT (-110.942516 31.332839),2024
Champlain Rouses Point,New York,712,US-Canada Border,Mar 2024,Bus Passengers,14510,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Fortuna,North Dakota,3417,US-Canada Border,Mar 2024,Personal Vehicle Passengers,1021,49.0,-103.809,POINT (-103.80925 48.999555),2024
Northgate,North Dakota,3406,US-Canada Border,Mar 2024,Trains,19,48.999,-102.275,POINT (-102.27475 48.998833),2024
Alcan,Alaska,3104,US-Canada Border,Mar 2024,Personal Vehicles,1479,62.615,-141.001,POINT (-141.001444 62.614961),2024
Hannah,North Dakota,3408,US-Canada Border,Mar 2024,Personal Vehicles,35,49.0,-98.694,POINT (-98.693777 49.000138),2024
Port Angeles,Washington,3007,US-Canada Border,Mar 2024,Buses,6,48.122,-123.431,POINT (-123.430694 48.121858),2024
Port Huron,Michigan,3802,US-Canada Border,Mar 2024,Trucks,70230,42.999,-82.424,POINT (-82.423611 42.998611),2024
Jackman,Maine,104,US-Canada Border,Mar 2024,Personal Vehicles,7591,45.806,-70.397,POINT (-70.396722 45.805661),2024
Buffalo Niagara Falls,New York,901,US-Canada Border,Mar 2024,Pedestrians,6285,43.095,-79.056,POINT (-79.055847 43.09549),2024
Eastport,Idaho,3302,US-Canada Border,Mar 2024,Rail Containers Loaded,13262,49.001,-116.181,POINT (-116.181027 49.000555),2024
International Falls,Minnesota,3604,US-Canada Border,Mar 2024,Trucks,1363,48.608,-93.401,POINT (-93.401355 48.6078),2024
Houlton,Maine,106,US-Canada Border,Mar 2024,Personal Vehicles,14072,46.135,-67.781,POINT (-67.781288 46.134879),2024
Fort Fairfield,Maine,107,US-Canada Border,Mar 2024,Personal Vehicle Passengers,10102,46.765,-67.789,POINT (-67.789471 46.765323),2024
Oroville,Washington,3019,US-Canada Border,Mar 2024,Personal Vehicle Passengers,18528,49.0,-119.462,POINT (-119.461833 49.000083),2024
Alexandria Bay,New York,708,US-Canada Border,Mar 2024,Bus Passengers,1466,44.347,-75.984,POINT (-75.983592 44.347229),2024
Frontier,Washington,3020,US-Canada Border,Mar 2024,Buses,14,49.0,-117.832,POINT (-117.831527 49.0005),2024
Bridgewater,Maine,127,US-Canada Border,Mar 2024,Trucks,370,46.45,-67.785,POINT (-67.78484 46.450335),2024
Massena,New York,704,US-Canada Border,Mar 2024,Truck Containers Loaded,2276,44.991,-74.74,POINT (-74.739722 44.990556),2024
Champlain Rouses Point,New York,712,US-Canada Border,Mar 2024,Pedestrians,226,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Porthill,Idaho,3308,US-Canada Border,Mar 2024,Personal Vehicle Passengers,11044,49.0,-116.499,POINT (-116.49925 48.999861),2024
Norton,Vermont,211,US-Canada Border,Mar 2024,Trucks,417,45.011,-71.793,POINT (-71.793219 45.010771),2024
Trout River,New York,715,US-Canada Border,Mar 2024,Trucks,601,44.992,-74.308,POINT (-74.308172 44.992058),2024
Hansboro,North Dakota,3415,US-Canada Border,Mar 2024,Truck Containers Empty,33,49.0,-99.347,POINT (-99.346527 48.999583),2024
Presidio,Texas,2403,US-Mexico Border,Mar 2024,Bus Passengers,213,29.562,-104.395,POINT (-104.394907 29.561827),2024
Tecate,California,2505,US-Mexico Border,Mar 2024,Truck Containers Empty,1449,32.576,-116.626,POINT (-116.626216 32.576428),2024
Raymond,Montana,3301,US-Canada Border,Mar 2024,Truck Containers Empty,390,48.999,-104.574,POINT (-104.574333 48.999194),2024
Calais,Maine,115,US-Canada Border,Mar 2024,Bus Passengers,236,45.189,-67.275,POINT (-67.275381 45.188548),2024
Eastport,Idaho,3302,US-Canada Border,Mar 2024,Buses,3,49.001,-116.181,POINT (-116.181027 49.000555),2024
Massena,New York,704,US-Canada Border,Mar 2024,Trucks,1578,44.991,-74.74,POINT (-74.739722 44.990556),2024
El Paso,Texas,2402,US-Mexico Border,Mar 2024,Personal Vehicle Passengers,1064426,31.764,-106.451,POINT (-106.451188 31.764363),2024
